Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	geneSymbol
cluster_IM1	hsa03320	PPAR signaling pathway	2/171	76/8098	0.479610393988083	0.660169601136538	0.495943874897894	7316/123	2	UBC/PLIN2
cluster_IM1	hsa04971	Gastric acid secretion	2/171	76/8098	0.479610393988083	0.660169601136538	0.495943874897894	7430/801	2	EZR/CALM1
cluster_IM1	hsa05012	Parkinson disease	6/171	266/8098	0.493830242916242	0.675767700832752	0.507661745564865	7277/2081/801/7316/57181/1843	6	TUBA4A/ERN1/CALM1/UBC/SLC39A10/DUSP1
cluster_IM1	hsa04110	Cell cycle	3/171	126/8098	0.499688725040525	0.676387504041343	0.508127364709421	8556/1021/9232	3	CDC14A/CDK6/PTTG1
cluster_IM1	hsa03018	RNA degradation	2/171	79/8098	0.500064265808343	0.676387504041343	0.508127364709421	246175/694	2	CNOT6L/BTG1
cluster_IM1	hsa00051	Fructose and mannose metabolism	1/171	33/8098	0.506242923731801	0.676919109447093	0.508526726395252	5209	1	PFKFB3
cluster_IM1	hsa04130	SNARE interactions in vesicular transport	1/171	33/8098	0.506242923731801	0.676919109447093	0.508526726395252	8673	1	VAMP8
cluster_IM1	hsa04114	Oocyte meiosis	3/171	131/8098	0.525907723436715	0.696659269883224	0.523356266623924	6197/801/9232	3	RPS6KA3/CALM1/PTTG1
cluster_IM1	hsa00760	Nicotinate and nicotinamide metabolism	1/171	35/8098	0.526960216962951	0.696659269883224	0.523356266623924	4860	1	PNP
cluster_IM1	hsa05171	Coronavirus disease - COVID-19	5/171	232/8098	0.545635350673484	0.717295910435928	0.538859275946019	5295/6772/4600/9636/4792	5	PIK3R1/STAT1/MX2/ISG15/NFKBIA
cluster_IM1	hsa04540	Gap junction	2/171	88/8098	0.558260510434585	0.728816662712027	0.547514092095855	7277/3845	2	TUBA4A/KRAS
cluster_IM1	hsa05034	Alcoholism	4/171	187/8098	0.560628202086174	0.728816662712027	0.547514092095855	3845/801/54331/814	4	KRAS/CALM1/GNG2/CAMK4
cluster_IM1	hsa04727	GABAergic synapse	2/171	89/8098	0.564424381817757	0.729697819587598	0.548176049802649	54331/81539	2	GNG2/SLC38A1
cluster_IM1	hsa05219	Bladder cancer	1/171	41/8098	0.584067694476583	0.748371917728307	0.562204724519241	3845	1	KRAS
cluster_IM1	hsa04550	Signaling pathways regulating pluripotency of stem cells	3/171	143/8098	0.585619531164441	0.748371917728307	0.562204724519241	5295/3845/3398	3	PIK3R1/KRAS/ID2
cluster_IM1	hsa04970	Salivary secretion	2/171	93/8098	0.588463388299181	0.748371917728307	0.562204724519241	801/490	2	CALM1/ATP2B1
cluster_IM1	hsa05224	Breast cancer	3/171	147/8098	0.604439001416773	0.761455912351194	0.57203390626473	5295/3845/1021	3	PIK3R1/KRAS/CDK6
cluster_IM1	hsa04713	Circadian entrainment	2/171	97/8098	0.611511618709244	0.761455912351194	0.57203390626473	801/54331	2	CALM1/GNG2
cluster_IM1	hsa05226	Gastric cancer	3/171	149/8098	0.61363660727858	0.761455912351194	0.57203390626473	5295/3845/7048	3	PIK3R1/KRAS/TGFBR2
cluster_IM1	hsa01522	Endocrine resistance	2/171	98/8098	0.61711874632943	0.761455912351194	0.57203390626473	5295/3845	2	PIK3R1/KRAS
cluster_IM1	hsa04510	Focal adhesion	4/171	201/8098	0.618032823621294	0.761455912351194	0.57203390626473	330/5295/10627/2534	4	BIRC3/PIK3R1/MYL12A/FYN
cluster_IM1	hsa02010	ABC transporters	1/171	45/8098	0.618276168148406	0.761455912351194	0.57203390626473	6890	1	TAP1
cluster_IM1	hsa04916	Melanogenesis	2/171	101/8098	0.633569342100363	0.77240021308213	0.580255670646495	3845/801	2	KRAS/CALM1
cluster_IM1	hsa04973	Carbohydrate digestion and absorption	1/171	47/8098	0.634316329500889	0.77240021308213	0.580255670646495	5295	1	PIK3R1
cluster_IM1	hsa05146	Amoebiasis	2/171	102/8098	0.63892967789835	0.77240021308213	0.580255670646495	5272/5295	2	SERPINB9/PIK3R1
cluster_IM1	hsa04932	Non-alcoholic fatty liver disease	3/171	155/8098	0.640365988623647	0.77240021308213	0.580255670646495	5295/2081/10018	3	PIK3R1/ERN1/BCL2L11
cluster_IM1	hsa00600	Sphingolipid metabolism	1/171	49/8098	0.649686254442888	0.779623505331465	0.585682075530161	4758	1	NEU1
cluster_IM1	hsa00270	Cysteine and methionine metabolism	1/171	50/8098	0.657128626226994	0.779700179360534	0.585739675902875	1786	1	DNMT1
cluster_IM1	hsa04979	Cholesterol metabolism	1/171	50/8098	0.657128626226994	0.779700179360534	0.585739675902875	706	1	TSPO
cluster_IM1	hsa05207	Chemical carcinogenesis - receptor activation	4/171	212/8098	0.659746305612759	0.779700179360534	0.585739675902875	5295/6197/3845/3838	4	PIK3R1/RPS6KA3/KRAS/KPNA2
cluster_IM1	hsa04922	Glucagon signaling pathway	2/171	107/8098	0.664815188787516	0.781742483297884	0.587273930322747	5140/801	2	PDE3B/CALM1
cluster_IM1	hsa04961	Endocrine and other factor-regulated calcium reabsorption	1/171	53/8098	0.678525636114311	0.793874994253744	0.596388322268894	490	1	ATP2B1
cluster_IM1	hsa05020	Prion disease	5/171	273/8098	0.689295795968319	0.80246376247058	0.602840523313481	1535/5295/7277/2534/3303	5	CYBA/PIK3R1/TUBA4A/FYN/HSPA1A
cluster_IM1	hsa04724	Glutamatergic synapse	2/171	114/8098	0.698534531942466	0.808923300570485	0.60769316777	54331/81539	2	GNG2/SLC38A1
cluster_IM1	hsa01212	Fatty acid metabolism	1/171	57/8098	0.705003571849994	0.808923300570485	0.60769316777	60481	1	ELOVL5
cluster_IM1	hsa04141	Protein processing in endoplasmic reticulum	3/171	171/8098	0.70521518511273	0.808923300570485	0.60769316777	2081/6748/3303	3	ERN1/SSR4/HSPA1A
cluster_IM1	hsa04330	Notch signaling pathway	1/171	59/8098	0.717417720364807	0.818906080806657	0.615192602315393	6310	1	ATXN1
cluster_IM1	hsa04978	Mineral absorption	1/171	60/8098	0.723428613488033	0.819758130963785	0.615832693976392	490	1	ATP2B1
cluster_IM1	hsa04152	AMPK signaling pathway	2/171	120/8098	0.725170654314117	0.819758130963785	0.615832693976392	5295/5209	2	PIK3R1/PFKFB3
cluster_IM1	hsa04613	Neutrophil extracellular trap formation	3/171	190/8098	0.77023902895333	0.864931898616672	0.649768902694486	1535/5295/837	3	CYBA/PIK3R1/CASP4
cluster_IM1	hsa04728	Dopaminergic synapse	2/171	132/8098	0.772524644490959	0.864931898616672	0.649768902694486	801/54331	2	CALM1/GNG2
